"","Type","Diff.Un","V.Ratio.Un","Diff.Adj","M.Threshold","V.Ratio.Adj","V.Threshold","model"
"region_Eastern Asia20","Binary",0.0116789640434625,NA,-3.46944695195361e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Europe20","Binary",0.0436523968493604,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Latin America and the Caribbean20","Binary",-0.0243079498060467,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Melanesia20","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Micronesia20","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Africa20","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Northern America20","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Europe20","Binary",-0.0496684416606167,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","nearest"
"region_Polynesia20","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_South-eastern Asia20","Binary",0.0207713781466147,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Asia20","Binary",0.0663276154834555,NA,-6.93889390390723e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Europe20","Binary",0.00714908430360598,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Sub-Saharan Africa20","Binary",-0.0833277643277856,NA,-8.32667268468867e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Asia20","Binary",0.0654717605854139,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Europe20","Binary",-0.0365367265790409,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","nearest"
"growth.gap.5_l110","Contin.",0.164800248840344,0.551814252415315,-0.0402020620807004,"Balanced, <0.2",0.788966879935181,"Balanced, <2","optimal"
"pop_ln_l110","Contin.",0.478552261825882,0.797922181080851,0.0369229897769648,"Balanced, <0.2",0.939503944815923,"Balanced, <2","optimal"
"polity2_l110","Contin.",0.0535118699443885,0.690493170597404,-0.103854895927394,"Balanced, <0.2",0.849672193048074,"Balanced, <2","optimal"
"Polity5_durable_ln_l110","Contin.",-0.323582557587321,0.948933044755034,-0.231207596918789,"Not Balanced, >0.2",1.10372541219263,"Balanced, <2","optimal"
"BESS_plus_WB_Urbanization_l110","Contin.",0.0982243034835131,0.757514001879153,-0.0898206852869065,"Balanced, <0.2",0.938344361600893,"Balanced, <2","optimal"
"VDEM_v2x_execorr_l110","Contin.",0.724895394617164,0.570627878490158,0.3175244894397,"Not Balanced, >0.2",0.791967881659363,"Balanced, <2","optimal"
"Mean_year_schooling_interpolated_l110","Contin.",0.292295264003414,0.740220518654405,-0.0618171077100996,"Balanced, <0.2",0.857366616602477,"Balanced, <2","optimal"
"cumsum.unarmed.rev.q110","Contin.",0.522495516932988,3.76582505951829,0.205518313147231,"Not Balanced, >0.2",1.4593382538703,"Balanced, <2","optimal"
"year110","Contin.",1.23301231312469,0.477923822597898,1.13686837721616e-12,"Balanced, <0.2",1.00559307105109,"Balanced, <2","optimal"
"region_1110","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Australia and New Zealand110","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Central Asia110","Binary",0.00104115090081196,NA,-1.38777878078145e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Asia110","Binary",0.0116789640434625,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Europe110","Binary",0.0436523968493604,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Latin America and the Caribbean110","Binary",-0.0243079498060467,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Melanesia110","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Micronesia110","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Africa110","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Northern America110","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Europe110","Binary",-0.0496684416606167,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","optimal"
"region_Polynesia110","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_South-eastern Asia110","Binary",0.0207713781466147,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Asia110","Binary",0.0663276154834555,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Europe110","Binary",0.00714908430360598,NA,-2.08166817117217e-17,"Balanced, <0.2",NA,"","optimal"
"region_Sub-Saharan Africa110","Binary",-0.0833277643277856,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Asia110","Binary",0.0654717605854139,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Europe110","Binary",-0.0365367265790409,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","optimal"
"growth.gap.5_l21","Contin.",0.166195478718518,0.549413056996967,-0.0532234356691621,"Balanced, <0.2",0.791222650695295,"Balanced, <2","nearest"
"pop_ln_l21","Contin.",0.494251383726468,0.820579440435544,0.0414141543018267,"Balanced, <0.2",0.978336223398293,"Balanced, <2","nearest"
"polity2_l21","Contin.",0.0386856656057829,0.705979393264767,-0.157210043038717,"Balanced, <0.2",0.877674804937679,"Balanced, <2","nearest"
"Polity5_durable_ln_l21","Contin.",-0.359514425861329,0.970337386649535,-0.279067652389561,"Not Balanced, >0.2",1.14189310317976,"Balanced, <2","nearest"
"BESS_plus_WB_Urbanization_l21","Contin.",0.0931148459694889,0.732829805318191,-0.101477886246294,"Balanced, <0.2",0.905707066232574,"Balanced, <2","nearest"
"VDEM_v2x_execorr_l21","Contin.",0.699654452873026,0.571928544165587,0.292178248611902,"Not Balanced, >0.2",0.783437202431315,"Balanced, <2","nearest"
"Mean_year_schooling_interpolated_l21","Contin.",0.2846833101735,0.748062493377662,-0.0879233797601315,"Balanced, <0.2",0.86212561786941,"Balanced, <2","nearest"
"cumsum.unarmed.rev.q21","Contin.",0.522495516932988,3.76582505951829,0.21674882206238,"Not Balanced, >0.2",1.48463461495848,"Balanced, <2","nearest"
"year21","Contin.",1.23301231312469,0.477923822597898,9.09494701772928e-13,"Balanced, <0.2",1.00559307105109,"Balanced, <2","nearest"
"region_121","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Australia and New Zealand21","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Central Asia21","Binary",0.00104115090081196,NA,-1.38777878078145e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Asia21","Binary",0.0116789640434625,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Europe21","Binary",0.0436523968493604,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Latin America and the Caribbean21","Binary",-0.0243079498060467,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Melanesia21","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Micronesia21","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Africa21","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Northern America21","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Europe21","Binary",-0.0496684416606167,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","nearest"
"region_Polynesia21","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_South-eastern Asia21","Binary",0.0207713781466147,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Asia21","Binary",0.0663276154834555,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Europe21","Binary",0.00714908430360598,NA,-2.08166817117217e-17,"Balanced, <0.2",NA,"","nearest"
"region_Sub-Saharan Africa21","Binary",-0.0833277643277856,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Asia21","Binary",0.0654717605854139,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Europe21","Binary",-0.0365367265790409,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","nearest"
"growth.gap.5_l111","Contin.",0.166195478718518,0.549413056996967,-0.0537706964864421,"Balanced, <0.2",0.78548280085752,"Balanced, <2","optimal"
"pop_ln_l111","Contin.",0.494251383726468,0.820579440435544,0.0511605925543044,"Balanced, <0.2",0.981891259466568,"Balanced, <2","optimal"
"polity2_l111","Contin.",0.0386856656057829,0.705979393264767,-0.141708986163481,"Balanced, <0.2",0.879402656435114,"Balanced, <2","optimal"
"Polity5_durable_ln_l111","Contin.",-0.359514425861329,0.970337386649535,-0.266296848903204,"Not Balanced, >0.2",1.12507059745068,"Balanced, <2","optimal"
"BESS_plus_WB_Urbanization_l111","Contin.",0.0931148459694889,0.732829805318191,-0.103155874892563,"Balanced, <0.2",0.915218040917628,"Balanced, <2","optimal"
"VDEM_v2x_execorr_l111","Contin.",0.699654452873026,0.571928544165587,0.28323268954554,"Not Balanced, >0.2",0.796463562622325,"Balanced, <2","optimal"
"Mean_year_schooling_interpolated_l111","Contin.",0.2846833101735,0.748062493377662,-0.0760433909095726,"Balanced, <0.2",0.873007101992497,"Balanced, <2","optimal"
"cumsum.unarmed.rev.q111","Contin.",0.522495516932988,3.76582505951829,0.199341533243899,"Balanced, <0.2",1.43600996182208,"Balanced, <2","optimal"
"year111","Contin.",1.23301231312469,0.477923822597898,1.13686837721616e-12,"Balanced, <0.2",1.00559307105108,"Balanced, <2","optimal"
"region_1111","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Australia and New Zealand111","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Central Asia111","Binary",0.00104115090081196,NA,-1.56125112837913e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Asia111","Binary",0.0116789640434625,NA,-3.46944695195361e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Europe111","Binary",0.0436523968493604,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Latin America and the Caribbean111","Binary",-0.0243079498060467,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Melanesia111","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Micronesia111","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Africa111","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Northern America111","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Europe111","Binary",-0.0496684416606167,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","optimal"
"region_Polynesia111","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_South-eastern Asia111","Binary",0.0207713781466147,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Asia111","Binary",0.0663276154834555,NA,-6.93889390390723e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Europe111","Binary",0.00714908430360598,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Sub-Saharan Africa111","Binary",-0.0833277643277856,NA,-8.32667268468867e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Asia111","Binary",0.0654717605854139,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Europe111","Binary",-0.0365367265790409,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","optimal"
"growth.gap.5_l22","Contin.",0.159438165296331,0.549716076968686,-0.0467559748862003,"Balanced, <0.2",0.819837078693843,"Balanced, <2","nearest"
"pop_ln_l22","Contin.",0.478256168117098,0.870250138335605,0.0616349840670434,"Balanced, <0.2",0.985579035921198,"Balanced, <2","nearest"
"polity2_l22","Contin.",0.0472842152067489,0.722305136930979,-0.142161120773056,"Balanced, <0.2",0.881231477267092,"Balanced, <2","nearest"
"Polity5_durable_ln_l22","Contin.",-0.284043147412274,0.988729634076318,-0.223816293798302,"Not Balanced, >0.2",1.14061869468736,"Balanced, <2","nearest"
"BESS_plus_WB_Urbanization_l22","Contin.",0.0864794168176883,0.741217740556672,-0.115128627218013,"Balanced, <0.2",0.945044860121267,"Balanced, <2","nearest"
"VDEM_v2x_execorr_l22","Contin.",0.710450459199785,0.591202787714447,0.343243502018307,"Not Balanced, >0.2",0.810510898578359,"Balanced, <2","nearest"
"Mean_year_schooling_interpolated_l22","Contin.",0.286927589584393,0.747060341116871,-0.0848798246368715,"Balanced, <0.2",0.863405968217482,"Balanced, <2","nearest"
"cumsum.unarmed.rev.q22","Contin.",0.522495516932988,3.76582505951829,0.220117974736925,"Not Balanced, >0.2",1.49051627776694,"Balanced, <2","nearest"
"year22","Contin.",1.23301231312469,0.477923822597898,2.27373675443232e-13,"Balanced, <0.2",1.00559307105109,"Balanced, <2","nearest"
"region_122","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Australia and New Zealand22","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Central Asia22","Binary",0.00104115090081196,NA,-1.38777878078145e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Asia22","Binary",0.0116789640434625,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Europe22","Binary",0.0436523968493604,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Latin America and the Caribbean22","Binary",-0.0243079498060467,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Melanesia22","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Micronesia22","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Africa22","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Northern America22","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Europe22","Binary",-0.0496684416606167,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","nearest"
"region_Polynesia22","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_South-eastern Asia22","Binary",0.0207713781466147,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Asia22","Binary",0.0663276154834555,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Europe22","Binary",0.00714908430360598,NA,-2.08166817117217e-17,"Balanced, <0.2",NA,"","nearest"
"region_Sub-Saharan Africa22","Binary",-0.0833277643277856,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Asia22","Binary",0.0654717605854139,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Europe22","Binary",-0.0365367265790409,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","nearest"
"growth.gap.5_l112","Contin.",0.159438165296331,0.549716076968686,-0.0510483671324798,"Balanced, <0.2",0.807209426160399,"Balanced, <2","optimal"
"pop_ln_l112","Contin.",0.478256168117098,0.870250138335605,0.0650149402691191,"Balanced, <0.2",0.988863601689392,"Balanced, <2","optimal"
"polity2_l112","Contin.",0.0472842152067489,0.722305136930979,-0.132932572451537,"Balanced, <0.2",0.886681868270748,"Balanced, <2","optimal"
"Polity5_durable_ln_l112","Contin.",-0.284043147412274,0.988729634076318,-0.21264524604315,"Not Balanced, >0.2",1.13066580775365,"Balanced, <2","optimal"
"BESS_plus_WB_Urbanization_l112","Contin.",0.0864794168176883,0.741217740556672,-0.115529641129701,"Balanced, <0.2",0.951418411918491,"Balanced, <2","optimal"
"VDEM_v2x_execorr_l112","Contin.",0.710450459199785,0.591202787714447,0.337871116530277,"Not Balanced, >0.2",0.822014127088784,"Balanced, <2","optimal"
"Mean_year_schooling_interpolated_l112","Contin.",0.286927589584393,0.747060341116871,-0.0782224935929354,"Balanced, <0.2",0.870285327644525,"Balanced, <2","optimal"
"cumsum.unarmed.rev.q112","Contin.",0.522495516932988,3.76582505951829,0.203272211364201,"Not Balanced, >0.2",1.45360613799806,"Balanced, <2","optimal"
"year112","Contin.",1.23301231312469,0.477923822597898,4.54747350886464e-13,"Balanced, <0.2",1.00559307105108,"Balanced, <2","optimal"
"region_1112","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Australia and New Zealand112","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Central Asia112","Binary",0.00104115090081196,NA,-1.56125112837913e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Asia112","Binary",0.0116789640434625,NA,-3.46944695195361e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Europe112","Binary",0.0436523968493604,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Latin America and the Caribbean112","Binary",-0.0243079498060467,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Melanesia112","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Micronesia112","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Africa112","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Northern America112","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Europe112","Binary",-0.0496684416606167,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","optimal"
"region_Polynesia112","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_South-eastern Asia112","Binary",0.0207713781466147,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Asia112","Binary",0.0663276154834555,NA,-6.93889390390723e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Europe112","Binary",0.00714908430360598,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Sub-Saharan Africa112","Binary",-0.0833277643277856,NA,-8.32667268468867e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Asia112","Binary",0.0654717605854139,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Europe112","Binary",-0.0365367265790409,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","optimal"
"growth.gap.5_l23","Contin.",0.169306239932873,0.549706721095464,-0.0624253276653992,"Balanced, <0.2",0.800974693801964,"Balanced, <2","nearest"
"pop_ln_l23","Contin.",0.472577948694108,0.823921128920573,0.0451516671232456,"Balanced, <0.2",0.946592647344102,"Balanced, <2","nearest"
"polity2_l23","Contin.",0.051221802949657,0.694683216094475,-0.142902691372751,"Balanced, <0.2",0.875389303965833,"Balanced, <2","nearest"
"Polity5_durable_ln_l23","Contin.",-0.326598136594105,0.972395537766808,-0.268379209404202,"Not Balanced, >0.2",1.19047390058579,"Balanced, <2","nearest"
"BESS_plus_WB_Urbanization_l23","Contin.",0.0899253754842177,0.733992696695336,-0.11514451818892,"Balanced, <0.2",0.90624292609607,"Balanced, <2","nearest"
"VDEM_v2x_execorr_l23","Contin.",0.695408568834615,0.589546133645474,0.319162168965363,"Not Balanced, >0.2",0.793526039940118,"Balanced, <2","nearest"
"Mean_year_schooling_interpolated_l23","Contin.",0.2782183036555,0.76325983452865,-0.0911883514516116,"Balanced, <0.2",0.870616436489873,"Balanced, <2","nearest"
"cumsum.unarmed.rev.q23","Contin.",0.522495516932988,3.76582505951829,0.213941194833593,"Not Balanced, >0.2",1.48089512115473,"Balanced, <2","nearest"
"year23","Contin.",1.23301231312469,0.477923822597898,4.54747350886464e-13,"Balanced, <0.2",1.00559307105109,"Balanced, <2","nearest"
"region_123","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Australia and New Zealand23","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Central Asia23","Binary",0.00104115090081196,NA,-1.38777878078145e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Asia23","Binary",0.0116789640434625,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Europe23","Binary",0.0436523968493604,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Latin America and the Caribbean23","Binary",-0.0243079498060467,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Melanesia23","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Micronesia23","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Africa23","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","nearest"
"region_Northern America23","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Northern Europe23","Binary",-0.0496684416606167,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","nearest"
"region_Polynesia23","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_South-eastern Asia23","Binary",0.0207713781466147,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Asia23","Binary",0.0663276154834555,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Southern Europe23","Binary",0.00714908430360598,NA,-2.08166817117217e-17,"Balanced, <0.2",NA,"","nearest"
"region_Sub-Saharan Africa23","Binary",-0.0833277643277856,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Asia23","Binary",0.0654717605854139,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","nearest"
"region_Western Europe23","Binary",-0.0365367265790409,NA,-6.07153216591882e-18,"Balanced, <0.2",NA,"","nearest"
"growth.gap.5_l113","Contin.",0.169306239932873,0.549706721095464,-0.0596505650231182,"Balanced, <0.2",0.790220214624548,"Balanced, <2","optimal"
"pop_ln_l113","Contin.",0.472577948694108,0.823921128920573,0.0512461477619044,"Balanced, <0.2",0.945843125391707,"Balanced, <2","optimal"
"polity2_l113","Contin.",0.051221802949657,0.694683216094475,-0.130976543569856,"Balanced, <0.2",0.878392744725747,"Balanced, <2","optimal"
"Polity5_durable_ln_l113","Contin.",-0.326598136594105,0.972395537766808,-0.256424800832261,"Not Balanced, >0.2",1.17769908021708,"Balanced, <2","optimal"
"BESS_plus_WB_Urbanization_l113","Contin.",0.0899253754842177,0.733992696695336,-0.110405595907206,"Balanced, <0.2",0.925179951786225,"Balanced, <2","optimal"
"VDEM_v2x_execorr_l113","Contin.",0.695408568834615,0.589546133645474,0.313270507838755,"Not Balanced, >0.2",0.800893693073347,"Balanced, <2","optimal"
"Mean_year_schooling_interpolated_l113","Contin.",0.2782183036555,0.76325983452865,-0.0808279026152067,"Balanced, <0.2",0.877893015268421,"Balanced, <2","optimal"
"cumsum.unarmed.rev.q113","Contin.",0.522495516932988,3.76582505951829,0.202149160472686,"Not Balanced, >0.2",1.45390797095211,"Balanced, <2","optimal"
"year113","Contin.",1.23301231312469,0.477923822597898,9.09494701772928e-13,"Balanced, <0.2",1.00559307105109,"Balanced, <2","optimal"
"region_1113","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Australia and New Zealand113","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Central Asia113","Binary",0.00104115090081196,NA,-1.56125112837913e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Asia113","Binary",0.0116789640434625,NA,-3.46944695195361e-17,"Balanced, <0.2",NA,"","optimal"
"region_Eastern Europe113","Binary",0.0436523968493604,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Latin America and the Caribbean113","Binary",-0.0243079498060467,NA,-5.55111512312578e-17,"Balanced, <0.2",NA,"","optimal"
"region_Melanesia113","Binary",-0.017707918822125,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Micronesia113","Binary",-0.00338241146040589,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Africa113","Binary",0.0394277998681665,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Northern America113","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_Northern Europe113","Binary",-0.0496684416606167,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","optimal"
"region_Polynesia113","Binary",-0.0057699960206924,NA,0,"Balanced, <0.2",NA,"","optimal"
"region_South-eastern Asia113","Binary",0.0207713781466147,NA,-4.16333634234434e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Asia113","Binary",0.0663276154834555,NA,-6.93889390390723e-17,"Balanced, <0.2",NA,"","optimal"
"region_Southern Europe113","Binary",0.00714908430360598,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Sub-Saharan Africa113","Binary",-0.0833277643277856,NA,-8.32667268468867e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Asia113","Binary",0.0654717605854139,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","optimal"
"region_Western Europe113","Binary",-0.0365367265790409,NA,-6.93889390390723e-18,"Balanced, <0.2",NA,"","optimal"
"growth.gap.5_l24","Contin.",0.166784116316805,0.551262545920152,-0.0552845417668743,"Balanced, <0.2",0.762656995081046,"Balanced, <2","nearest"
"pop_ln_l24","Contin.",0.476280472218551,0.795166892632285,0.026335747019279,"Balanced, <0.2",0.957869034605515,"Balanced, <2","nearest"
"polity2_l24","Contin.",0.0451225283944417,0.718470810785901,-0.142471699757579,"Balanced, <0.2",0.890221547022814,"Balanced, <2","nearest"
"Polity5_durable_ln_l24","Contin.",-0.318214280270982,0.97589808462611,-0.263296757873492,"Not Balanced, >0.2",1.16463730251022,"Balanced, <2","nearest"
"BESS_plus_WB_Urbanization_l24","Contin.",0.110978188921787,0.73249902273289,-0.0895897608814523,"Balanced, <0.2",0.943034557427284,"Balanced, <2","nearest"
"VDEM_v2x_execorr_l24","Contin.",0.745807271935358,0.545104133471035,0.333390013483551,"Not Balanced, >0.2",0.748123918438409,"Balanced, <2","nearest"
"Mean_year_schooling_interpolated_l24","Contin.",0.280345994447862,0.756198401350822,-0.074438041679485,"Balanced, <0.2",0.863712458808216,"Balanced, <2","nearest"
"cumsum.unarmed.rev.q24","Contin.",0.522495516932988,3.76582505951829,0.211695093050563,"Not Balanced, >0.2",1.45361214672342,"Balanced, <2","nearest"
"year24","Contin.",1.23301231312469,0.477923822597898,4.54747350886464e-13,"Balanced, <0.2",1.00559307105108,"Balanced, <2","nearest"
"region_124","Binary",-0.00696378830083565,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Australia and New Zealand24","Binary",-0.0139275766016713,NA,0,"Balanced, <0.2",NA,"","nearest"
"region_Central Asia24","Binary",0.00104115090081196,NA,-1.38777878078145e-17,"Balanced, <0.2",NA,"","nearest"
"region_Eastern Asia24","Binary",0.0116789640434625,NA,-2.77555756156289e-17,"Balanced, <0.2",NA,"","nearest"
